,ID,DATAEN,TYPE,ISSUES,GROUPID,IDEngineTakts,ProdPhase,IDLTA,IDProject,MGMT,REPETITIVE,CLOSING_DATE,Deleted,WorkedTime,IDEnginePL,IDSUBASSEMBLYACTIVITY,EBID.ID,IDISSUE,dataupdate,CAUSES,SOLUTIONS,IDResponsible,DUEDATE,STATUS_P,STATUS_D,STATUS_C,STATUS_A,LONG_TERM_ACTION,IDDevice,ExpirationDate,OriginDept,QT,ChargedDepartment,CauseDeptGeneric,EBIDT.ID,TRISGroup,OrderGroup,IssueOrder,Location,System,Cause,TRType,IssueType,EBIDT.ChargedDepartment,VerificationResponsible,PictureBefore,PictureAfter,Status,StatusNote,InternalNotes,QuantityFactor,TimeFactor,RiskFactor,Component,IssueSubType,DateClosureAgreed,DateClosureConfirmed,IssueSubSubType,ClosedAccepted,ClosurePhotoNeeded,ShipyardCheck,CommentNotCA,QT09,VOR,ImplementationNote,MeasureTaken,CauseDepartment,QTChecked,QTDeviceID,UpdateNumber,ResolutionOrder,ItemLongText,TaskLongText,TaskOwner,TaskOwnerSAP,DATA,PP,RESPONSIBLE,Magnitude,EngineNr,IDEngineProduction,TAKT_Nr,Activity_Nr,EngineType
6711,8602,2019-04-11,TR,valvole turningear funzionano al contrario,6.0,128012.0,TR,,,0,1,2019-04-11,0,1800.0,382.0,,31152,8602,2019-04-11 22:14:55,valvole invertite,invertire le valvole,,,1,1,1,1,0,164.0,,TR,,Test Run,,1985.0,382.0,2.0,2.0,FLYWHEEL SIDE - LOWER,AUTOMATION SYSTEM,Wrong connection,,2,,,"[""20190411_144319.jpg""]",,3,,,1,1.0,1.0,SOLENOID VALVES,0.0,,2019-04-11,,,,,,,,,,,0.0,,,,,,,,11/04/2019,TR, ,1.0,XAAB449194 SPP/PW19902.1.S.FS2-P115 Energia Del Pacifico - WFI,2088.0,2,18,W18V50SG
6712,8606,2019-04-11,S2,al momento gli attrezzi non sono ancora sotto la postazione,3.0,123898.0,,,,0,0,2019-04-17,0,0.0,,,31580,8606,2019-04-17 09:08:07,,"attesa appena arrivano li monteremo: previsto arrivo per oggi 15/4
DISPONIBILI IL 17/4",15.0,U,1,1,1,1,0,31.0,,,,,Logistica / logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/04/2019,AA, Cipolat,,XAAB016313 SP/03522.1.S.FS1-P114 FINCANTIERI 6306,2022.0,24,5,W14V46F
6713,8607,2019-04-11,L4,mancano 4 dadi per le testate paae028095,3.0,124229.0,,,,0,0,2019-04-12,0,0.0,,,31212,8607,2019-04-12 10:45:39,sbaglio nel conteggio,"presi dal motore in AA5 della ditta da ripristinare (Cambruzzi)
eseguito prelievo dei pezzi da consegnare in AA05",15.0,U,1,1,1,1,0,12.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/04/2019,AA, Cipolat,,15.MA0307856 SP/02644.1.S.FS1-P111 FINCANTIERI 6289,2027.0,16,1,W8L46F
6714,8608,2019-04-11,R1,mancano 4 dadi delle testate paae028095 presi da Cambruzzi per il motore in AA3 a cui mancavano,3.0,126512.0,,,,0,0,2019-04-12,0,0.0,,,31216,8608,2019-04-12 10:52:54,,"da chiamare 4 dadi per questo motore grazie
DA CONTROLLARE A MAGAZZINO LA GIACENZA
CONSEGNATI 4 PZ NEL CESTO MANCANTI AA-5 12-04",718.0,U,1,1,1,1,0,12.0,,,,,Logistica / logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/04/2019,AA, Cipolat,,15.MA0307858 SP/02644.1.S.FS1-P121 FINCANTIERI 6289,2064.0,18,T,W12V46F
6715,8609,2019-04-12,L2,Chiamata Andon: TEAM LEADER BARBATO D IL PART 2 PAAF748634 COMP. PAAF755512 RISULTA DI FORMA ANOMALA,3.0,123814.0,AA,,,0,0,2019-04-18,0,3600.0,367.0,,31707,8609,2019-04-18 08:50:38,ERRORE DI FORNITURA O MAGAZZINO,"LO STESSO BARBATO  LO HA COSTRUITO UNO NUOVO  VISTO COLLAUDO
",4.0,U,1,1,1,1,0,12.0,,,,,Fornitore materiale / supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,AA, TEAM LEADER,,XAAB016313 SP/03522.1.S.FS1-P114 FINCANTIERI 6306,2022.0,6,1,W14V46F
6716,8610,2019-04-12,L4,"COME SEGNALATO DAL SIG. EDO, NELLA CESTA DEL 30 BAR MANCANO I TUBI PAAR020321, PAAR023584 E PAAR02367. QUESTI MANCANTI BLOCCANO COMPLETAMENTE LO SVOLGIMENTO DI CONTROL AIR E SLOW TOURNING.
IN PREASSEMBLAGGIO NON TORVIMO IL PROBLEMA",3.0,125076.0,,,,0,0,2019-04-16,0,0.0,,,31432,8610,2019-04-16 10:01:20,DIMENTICANZA A MAGAZZINO,"Richiesto controllo a magazzino 
TROVATO SOLO PAAR023584 CONSEGNA COSLEVAZ
Prelevato gli altri due codici dal magazzino in attesa di consegna CONSEGNAMO ADESSO",718.0,U,1,1,1,1,0,19.0,,,,,Logistica / logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,HP, Cipolat,,15.MA0307859 SP/02644.1.S.FS1-P122 FINCANTIERI 6289,2041.0,16,6,W12V46F
6717,8611,2019-04-12,T,alcune passerelle dell'hp1 sono dure da chiudere ,3.0,127379.0,,,,0,0,,0,0.0,,,31570,8611,2019-04-17 08:51:46,,PROPORRE PULIZIA EXTRA,14.0,C,1,0,0,0,0,12.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,HP, Maio,,XAAB449242 SPP/PW19901.1.S.FS2-P111 EA Aguascalientes - WFI,2082.0,6,5,W18V50SG
6718,8612,2019-04-12,C1,"nella registrazione delle matricole sarebbe, a mio parere, più utile registrare il paae del materiale piuttosto che il numero di disegno che risulta uguale per tutti i bearing tranne che per extension e bearing numero 10.
",3.0,127369.0,,,,0,0,2019-05-08,0,0.0,,,32839,8612,2019-05-08 12:41:23,Errata compilazione delle colonna di registrazione del modulo revisionato,"Richiesta modifica del modulo: da registrare il PAAF del singolo materiale (bearing) di cui si registra anche il seriale.
Modulo modificato in M-files (7/05)",785.0,U,1,1,1,1,0,119.0,,,,,Collaudo / Quality control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,HP, Turcato,,XAAB449242 SPP/PW19901.1.S.FS2-P111 EA Aguascalientes - WFI,2082.0,4,Q-T,W18V50SG
6719,8613,2019-04-12,C1,non sono riuscito a fare la tracciabilità delle camme in anticipo in quanto il cartellino del padre non era stato stampato.,3.0,127369.0,,,,0,0,2019-05-06,0,0.0,,,32608,8613,2019-05-06 08:34:43,,"sarebbe opportuno avere i cartellini già pronti  nel motore dal primo giorno.
inoltre il sig. igor non è abilitato alla stampa dei cartellini.",15.0,D,1,1,1,1,0,12.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,HP, Cipolat,,XAAB449242 SPP/PW19901.1.S.FS2-P111 EA Aguascalientes - WFI,2082.0,4,Q-T,W18V50SG
6720,8614,2019-04-12,R1,"ANCORA MANCANTI GLI ORING  003371454  CORRETTI DEI DRENAGGI DEI DRENAGGI
TAKT CORRETTO 12.1",3.0,125046.0,,,,0,0,2019-04-18,0,0.0,,,31727,8614,2019-04-18 10:23:59,,"Prelevato due pezzi, gli unici disponibili a magazzino per gli altri due messo impegni per acquisto, ok stk 28pz verificato ",67.0,U,1,1,1,1,0,218.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,HP, Gambar,,15.MA0307859 SP/02644.1.S.FS1-P122 FINCANTIERI 6289,2041.0,10,Q,W12V46F
6721,8619,2019-04-12,L2, UN PEZZO PAAE184856 È ARRIVATO CON UNA LAVORAZIONE MANCANTE,3.0,125081.0,,,,0,0,2019-04-17,0,0.0,,,31595,8619,2019-04-17 09:42:22,," VISTO COLLAUDO SIG DESTRADI. PRESO DAL  MOTORE 03849 P111 (9L) COME DA ACCORDI
DA RIPRISTINARE
RIPRISTINATO 16/4",781.0,U,1,1,1,1,0,20.0,,,,,Fornitore materiale / supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,HP, Tiberio,,15.MA0307859 SP/02644.1.S.FS1-P122 FINCANTIERI 6289,2041.0,17,2,W12V46F
6722,8621,2019-04-12,C1,NEL MONTAGGIO DELLA MASSA SI È INGRIPPATA UNA VITE M39X3 DURANTE L'ACCOPPIAMENTO MASSA /ALBERO,3.0,126895.0,,,,0,0,2019-04-17,0,7200.0,,,31569,8621,2019-04-17 08:51:19,VITI DIFETTOSE,"SMONTATA LA VITE E CHIAMATO IL COLLAUDO RIPRESTINATO IL FILETTO
OK DAL COLLAUDO DE STRADI PERSO TEMPO
tutto il tempo perso andrà spesato sulla stessa notifica che apriremo appena terminate le analisi.",781.0,D,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,HP, Tiberio,,XAAB196715 SP/03849.1.S.FS1-P111 GSI 18121009,2074.0,1,5S,W6L46F
6723,8622,2019-04-12,R1,MOTORE FERMO IN PRIMO TURNO.,3.0,128188.0,,,,0,0,2019-04-15,0,0.0,,,31263,8622,2019-04-15 08:32:22,MANCANZA DI PERSONALE.,,707.0,D,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,HP, TEAM LEADER,,XAAB449246 SPP/PW19901.1.S.FS2-P112 EA Aguascalientes - WFI,2092.0,1,Q-T,W18V50SG
6724,8623,2019-04-12,R1,L'OPERATORE 44474 ESCE ALLE 18.30,3.0,128188.0,,,,0,0,2019-04-15,0,0.0,,,31264,8623,2019-04-15 08:32:57,FERIE.,AL SUO POSTO E' STATO IMPIEGATO L'OPERATORE 49042. ,4.0,D,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,HP, TEAM LEADER,,XAAB449246 SPP/PW19901.1.S.FS2-P112 EA Aguascalientes - WFI,2092.0,1,Q-T,W18V50SG
6725,8624,2019-04-12,R1,"Durante il montaggio delle coperture alte del box turbo è stata danneggiata la sonda giri della turbina della bancata ""A"".
QE 2131930 ",5.0,126092.0,,,,0,0,2019-05-23,0,10800.0,,,34792,8624,2019-05-23 11:27:25,"Errore di montaggio, disattenzione",Sostituire la sonda,25.0,U,1,1,1,1,0,87.0,2019-04-18,,,Module Assembly,Ditta EURO & PROMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,TB, Cazzola,,XAAB449242 SPP/PW19901.1.S.FS2-P111 EA Aguascalientes - WFI,2058.0,7,1,W18V50SG
6726,8625,2019-04-12,TR,"Il cilindro B4 non accende, aperte cartelle trovato dado registro pre-camera molle e su B5 dado registro traversino mollo.",6.0,128033.0,TR,,,0,1,2019-04-12,0,0.0,382.0,,31234,8625,2019-04-12 15:44:04,Mancato rispetto della procedura di serraggio,Chiamata Qualità ed intervenuto meccaniche.,34.0,,1,1,1,1,0,160.0,,TR,,Module Assembly,,1989.0,382.0,2.0,6.0,CYLINDER HEAD,CYLINDER HEAD,Incorrect tightening,Missing component,2,,,,,,,,1,2.0,3.0,ROCKER ARM/YOKE,0.0,,,,,,,,,,,,,0.0,,,,,,,,12/04/2019,TR, Volini,6.0,XAAB449194 SPP/PW19902.1.S.FS2-P115 Energia Del Pacifico - WFI,2088.0,3,4,W18V50SG
6727,8626,2019-04-12,R1,L'ATTREZZO PER SOLLEVARE L'ALBERO NON E' DISPONIBILE.,3.0,128189.0,,,,0,0,2019-04-15,0,0.0,,,31296,8626,2019-04-15 09:30:36,MOVIMENTAZIONE ALBERO IN REPARTO CRANCKSHAFT. (MAIOLA),GRU CONSEGNATA ALLE 16.30 ,,D,1,1,1,1,0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,HP, ,,XAAB449246 SPP/PW19901.1.S.FS2-P112 EA Aguascalientes - WFI,2092.0,1,T,W18V50SG
6728,8628,2019-04-12,M,LA PARTE INFERIORE DELL'INCASTELLATURA PRESENTA MOLTE CHIAZZE DI SODA ASCIUTTA.,3.0,128184.0,,,,0,0,2019-04-15,0,0.0,,,31265,8628,2019-04-15 08:33:46,,DA FAR TOGLIERE ALLA DITTA SERVIGEN.,30.0,U,1,1,1,1,0,12.0,,,,,Machining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,HP, Micaz,,XAAB449246 SPP/PW19901.1.S.FS2-P112 EA Aguascalientes - WFI,2092.0,1,1T,W18V50SG
6729,8629,2019-04-12,R1,L'OPERATORE 46507 E' USCITO ALLE 19.00,3.0,126943.0,,,,0,0,,0,0.0,,,31254,8629,2019-04-15 08:28:42,PROBLEMI FAMIGLIARI.,L'OPERATORE 49042 E' STATO IMPIEGATO SUL 18V50SG P112 AQUASCALIENT,,D,0,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,HP, ,,XAAB196715 SP/03849.1.S.FS1-P111 GSI 18121009,2074.0,8,3,W6L46F
6730,8630,2019-04-12,R1,MOTORE FERMO MEZZO TURNO.,3.0,126924.0,,,,0,0,2019-04-15,0,0.0,,,31253,8630,2019-04-15 08:28:27,MANCANZA DI PERSONALE.,,4.0,D,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/04/2019,HP, TEAM LEADER,,XAAB196715 SP/03849.1.S.FS1-P111 GSI 18121009,2074.0,6,3,W6L46F
6731,8631,2019-04-15,S3,PREASSEMBLATO INCOMPLETO,3.0,128204.0,,,,0,0,2019-04-15,0,1800.0,,,31295,8631,2019-04-15 09:30:05,RITARDO NELLA CONSEGNA DEL MATERIALE DA PARTE DELLA LOGISTICA,FINITO IN LINEA.,4.0,G,1,1,1,1,0,21.0,,,,,Assembly (subassembly),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,HP, TEAM LEADER,,XAAB449246 SPP/PW19901.1.S.FS2-P112 EA Aguascalientes - WFI,2092.0,3,1,W18V50SG
6732,8636,2019-04-15,M,Chiamata Andon: TEAM LEADER mancano tutti i disegni riguardanti le coperture di scarico nel libro disegni,3.0,124241.0,AA,,,0,0,2019-04-17,0,0.0,374.0,,31556,8636,2019-04-17 08:07:53,,CONTROLLARE LIBRO ,785.0,D,1,1,1,1,0,119.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,AA, Turcato,,15.MA0307856 SP/02644.1.S.FS1-P111 FINCANTIERI 6289,2027.0,19,1,W8L46F
6733,8637,2019-04-15,S2,MANCA LA VALVOLA TERMOSTETICA SUL MODULO OLIO,3.0,123890.0,,,,0,0,,0,0.0,,,31404,8637,2019-04-16 09:11:56,FORNITURA IN RITARDO,ATTESA MONTAGGIO DAL REPARTO CASSE POMPE,22.0,U,1,0,0,0,0,31.0,,,,,Acquisti / Purchasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,AA, Farci,,XAAB016313 SP/03522.1.S.FS1-P114 FINCANTIERI 6306,2022.0,23,1,W14V46F
6734,8638,2019-04-15,M,MANCA L'ATTIVITA' : COMPILAZIONE MODULO DBAC940272.,3.0,125425.0,,,,0,1,,0,0.0,,,31311,8638,2019-04-15 09:57:39,,,721.0,C,1,0,0,0,0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,HP, Del Din,,XAAB449214 SPP/PW19902.1.S.FS2-P120 Energia Del Pacifico - WFI,2046.0,14,5S,W18V50SG
6735,8640,2019-04-15,L4,MANCANO 2 VITI 12X130 CODICE PAAC001589,3.0,125071.0,,,,0,0,2019-04-18,0,0.0,,,31698,8640,2019-04-18 08:40:12,ARRIVATI 2 PEZZI ANZICHE 4,materiale presente a bulk/kanban controllare file ,718.0,U,1,1,1,1,0,12.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,HP, Cipolat,,15.MA0307859 SP/02644.1.S.FS1-P122 FINCANTIERI 6289,2041.0,16,1,W12V46F
6736,8641,2019-04-15,L2,ARRIVATO UN BRAKET CODICE PAAF387458 IN PIU'. IL BIGLIETTO RIPORTAVA 6 PEZZI MA IN BANCALE SONO ARRIVATI 7 PZ. ,3.0,125084.0,,,,0,0,2019-04-15,0,0.0,,,31306,8641,2019-04-15 09:47:08,,RICONSEGNATO IL PEZZO IN PIU' AL SIG. BEPPE,,,1,1,1,1,0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,HP, ,,15.MA0307859 SP/02644.1.S.FS1-P122 FINCANTIERI 6289,2041.0,17,5,W12V46F
6737,8644,2019-04-15,S4,L'INCASTELLATURA RISULTA ROVINATA IN CORRISPONDENZA DELL'ACCOPPIAMENTO CON LA FLANGIA CHIUSURA POMP'A NAFTA. NON SAPPIAMO SE LA LOCTITE RIUSCIRÀ A FAR TENUTA,3.0,126332.0,,,,0,0,,0,0.0,,,31316,8644,2019-04-15 10:55:30,,"CHIAMATO COLLAUDO. INTERVENUTO SIG. DESTRADI, CHE HA CHIAMATO MACHINING. SONO VENUTI E HANNO ADDOLCITO I COLPI CON LA CARTA VETRATA.
PROCEDIAMO AL MONTAGGIO ",,,0,0,0,0,0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,HP, ,,XAAB449217 SPP/PW19902.1.S.FS2-P121 Energia Del Pacifico - WFI,2062.0,13,3,W18V50SG
6738,8646,2019-04-15,C1,MONTAGGIO ATTRAVERSAMENTO IN HP00 E FINIRE IN HP02,3.0,126265.0,,,,0,0,,0,0.0,,,31336,8646,2019-04-15 15:53:19,,aggiungere voce per il completamento del servizio in HP02,18.0,C,1,0,0,0,0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,HP, Del Din,,XAAB449217 SPP/PW19902.1.S.FS2-P121 Energia Del Pacifico - WFI,2062.0,3,2,W18V50SG
6739,8647,2019-04-15,TR,guarnizione tenuta tubo acqua tagliata,6.0,128488.0,TR,,,0,0,2019-04-15,0,0.0,383.0,,31313,8647,2019-04-15 10:16:26,errato montaggio,smontare flangia e sostituire guarnizione,46.0,,1,1,1,1,0,159.0,2019-04-15,TR,,Test Run,,1992.0,383.0,2.0,1.0,NO LOCATION/OTHER,COOLING WATER SYSTEM,Damaged/missing o-ring/gasket,Damage/Mechanical defect/Interference,2,,,,,3,,,1,1.0,1.0,OTHER,0.0,,2019-04-15,,,,,,,,,,MAIN ASSEMBLY / AA,0.0,,,,,,,,15/04/2019,TR, Ughi,1.0,XAAB449198 SPP/PW19902.1.S.FS2-P116 Energia Del Pacifico - WFI,2095.0,2,6,W18V50SG
6740,8648,2019-04-15,C1,"LA TRACCIABILITà DELLA CASSAPOMPE NON è EFFETTUABILE.
PROVANDO A LEGGERE IL QR APPARE IL MESSAGGIO: MATERIALE GIA' IN USO. NON è STATA PRECEDENTEMENTE EFFETTUATA LA TRACCIABILITA' E NON SO QUINDI QUALE POSSA ESSERE IL PROBLEMA.",3.0,126273.0,,,,0,0,,0,0.0,,,31317,8648,2019-04-15 10:56:25,,DA RISOLVERE. ATTUALMENTE NON TRACCIATA LA PUMP COVER,,,0,0,0,0,0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,HP, ,,XAAB449217 SPP/PW19902.1.S.FS2-P121 Energia Del Pacifico - WFI,2062.0,3,T,W18V50SG
6741,8650,2019-04-15,M,MANCA PAAR015004 PIPE CLAMP FOR LEAK,3.0,127393.0,,,,0,0,2019-04-16,0,0.0,,,31430,8650,2019-04-16 09:58:13,ERRORE DI SETTAGGIO,"AVVISATO TELEFONICAMENTE IL SIG. DEL DIN CHE HA PROVVEDUTO A PRELEVARNE 1 PAIO. (15-04 SCHIRALDI).( materiali a stk nota Gambar ) 
PER I PROSSIMI MOTORI IL SETTAGGIO È STATO AGGIORNATO",721.0,G,1,1,1,1,0,24.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,HP, Del Din,,XAAB449242 SPP/PW19901.1.S.FS2-P111 EA Aguascalientes - WFI,2082.0,9,1,W18V50SG
6742,8651,2019-04-15,R1,UN'OGIVA SUL TUBO PAAF160391 E' STATA PREMONTATA AL CONTRARIO.,3.0,128205.0,,,,0,0,2019-04-16,0,1800.0,,,31422,8651,2019-04-16 09:43:03,SBAGLIO DI PREASSEMBLAGGIO.,SISTEMATO IN LINEA.,4.0,U,1,1,1,1,0,21.0,,,,,Assembly (subassembly),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,HP, TEAM LEADER,,XAAB449246 SPP/PW19901.1.S.FS2-P112 EA Aguascalientes - WFI,2092.0,3,2,W18V50SG
6743,8652,2019-04-15,S4,Chiamata Andon: TEAM LEADER l'ultima cop.ha aria era quella più mal messa già dall'inferiore gia rivista più volte.visto con tiberio,3.0,124241.0,AA,,,0,0,2019-05-06,0,18000.0,374.0,,32600,8652,2019-05-06 08:27:53,,"attesa modifiche breg
Aperta notifica 2583050: in attesa preventivo Breg.",785.0,U,1,1,1,1,0,119.0,,,,,Fornitore materiale / supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,AA, Turcato,,15.MA0307856 SP/02644.1.S.FS1-P111 FINCANTIERI 6289,2027.0,19,1,W8L46F
6744,8654,2019-04-15,S4,"Chiamata Andon: TEAM LEADER le coperture superiori non vanno a contatto con quelle inferiori visto con tiberio,destradi",3.0,124241.0,AA,,,0,0,2019-05-06,0,21600.0,374.0,,32601,8654,2019-05-06 08:28:24,errata fornitura,"attesa modifiche da breg
- notifica e task al metodita già aperte - 
In attesa di preventivo Breg (notifica 2583050)",785.0,U,1,1,1,1,0,119.0,,,,Quality,Fornitore materiale / supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,AA, Turcato,,15.MA0307856 SP/02644.1.S.FS1-P111 FINCANTIERI 6289,2027.0,19,1,W8L46F
6745,8655,2019-04-15,TR,Perdita acqua dal tappo sul tronchetto sopra pompa HT,6.0,128499.0,TR,,,0,0,2019-04-15,0,900.0,383.0,,31327,8655,2019-04-15 14:26:03,dimenticanza nel serraggio del tappo,stringere tappo,46.0,,1,1,1,1,0,159.0,2019-04-15,TR,,Test Run,,1993.0,383.0,2.0,2.0,FREE END SIDE – LOWER,COOLING WATER SYSTEM,Incorrect tightening,Leakage,2,,,,,3,,,1,1.0,1.0,PLUG,0.0,,2019-04-15,,,,,,,,,,MAIN ASSEMBLY / AA,0.0,,,,,,,,15/04/2019,TR, Ughi,1.0,XAAB449198 SPP/PW19902.1.S.FS2-P116 Energia Del Pacifico - WFI,2095.0,2,17,W18V50SG
6746,8656,2019-04-15,R1,Chiamata Andon: TEAM LEADER BARBATO* D  .RISULTANO MANCANTI 3 O.R. 003371979 PER CANOTTO COLLEGAMENTO ,3.0,124250.0,AA,,,0,0,2019-04-16,0,0.0,374.0,,31416,8656,2019-04-16 09:30:51,SMARRIMENTO,PRELEVATI E RISOLTO ,4.0,U,1,1,1,1,0,28.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,AA, TEAM LEADER,,15.MA0307856 SP/02644.1.S.FS1-P111 FINCANTIERI 6289,2027.0,21,2,W8L46F
6747,8657,2019-04-15,R1,DOMANDA : come mai si monta prima la DISTRIBUZIONE OLIO e non a chiudere il TAKT2 con SIDE COVER E PARAOLIO ?,3.0,128202.0,,,,0,0,2019-04-16,0,0.0,,,31423,8657,2019-04-16 09:44:26,errore   di    montaggio   da parte  dell'operatore,Oltre a chiudere il TAKT2 montando la piastra si ha piu spazzio a montare senza intrigo del giroolio,293.0,U,1,1,1,1,0,21.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,HP, CAPI  - TEAM LEADER,,XAAB449246 SPP/PW19901.1.S.FS2-P112 EA Aguascalientes - WFI,2092.0,2,6,W18V50SG
6748,8658,2019-04-15,R2,Chiamata Andon: COLLAUDO FERMO*PROBLEMA CONTATTO BLOCCHETTI H2O SU TESTE F-B CON ISOLAZIONI  TESTE A-B CONTATTO FACCIE INTERNE CON ISOLAZIONI INOLTRE NECCESSITA UNA PRESSATA AVUOTO PER ARRIVARE COMUNQUE AL MASSSIMO DELL'ALLUNGAMENTO  ,3.0,126514.0,AA,,,0,0,2019-04-29,0,0.0,376.0,,31897,8658,2019-04-29 15:53:08,CONTATTI COLLETTORE CON ISOLAZIONI  MI SEMBRA CHE SIAMO   TORNATI INDIETRO  ,FAR CONTOLLARE ZONA CONTATTI  E INTERFERENZE  DARE INDICAZIONI PER ALACCIAMENTO ANELLI ASPIRAZIONI DOPO CENTRAGGIO TESTE E BLOCCAGGIO  COME PARLATO CON MAIO INTRVENUTI VEZZANI DE BORTOLI ; AVVISARE BERTUZZI E ARTES --- In questo caso non sono state riscontrate non conformità (Vezzani) ---,781.0,C,1,1,1,1,0,103.0,,,,Quality,Fornitore materiale / supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,AA, Tiberio,,15.MA0307858 SP/02644.1.S.FS1-P121 FINCANTIERI 6289,2064.0,19,1,W12V46F
6749,8659,2019-04-15,R1,Chiamata Andon: TEAM LEADER    FURLAN A.*momentaneamente non si trovano particolari per servizio daar024124 rev C  ,3.0,127461.0,AA,,,0,0,2019-04-16,0,0.0,375.0,,31406,8659,2019-04-16 09:14:21,PIU' CESTE,ALLA RICERCA         TROVATI!!,4.0,U,1,1,1,1,0,29.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,AA, TEAM LEADER,,15.MA0307857 SP/02644.1.S.FS1-P112 FINCANTIERI 6289,2083.0,5,4,W8L46F
6750,8660,2019-04-15,R1,Chiamata Andon: TEAM LEADER FURLAN*DOVUTO SMONTARE  ULTIMO VIC PER MONTARE FLANGIA CON DRENAGGIO PART-11 PAAR067234 COMP DAAR 024125 ATK 5,3.0,127461.0,AA,,,0,0,2019-04-18,0,0.0,375.0,,31712,8660,2019-04-18 09:11:44,DIMENTICANZA,"SMONTATO E RIMONTATO ULTIMO VIC,  AVVISARE  TUTTO   IL   PERSONALE",4.0,U,1,1,1,1,0,29.0,,,,,Assembly (HP/MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2019,AA, TEAM LEADER,,15.MA0307857 SP/02644.1.S.FS1-P112 FINCANTIERI 6289,2083.0,5,4,W8L46F
